Email_ID,Email_Text,Sender,Subject,Message_Length,Number_of_Links,Number_of_Special_Characters,Number_of_Capital_Letters,Label
EML04918,"Dear Customer, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Warm regards, Priya Sharma",manager@projectteam.org,Invoice for Last Month,169,0,0,10,Ham
EML04919,"Your package could not be delivered verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Download now: http://get-rich-quick.top/offer 100% guaranteed, no risk involved!",deals@discount-mega-sale.club,FREE iPhone 15 Pro - Claim Now,235,1,2,3,Spam
EML04920,FINAL NOTICE regarding your payment a refund of your recent purchase. Please confirm your credit card number and CVV to process the refund. Confirm here: http://account-alert-update.site/confirm,no-reply@free-money-fast.biz,Your Refund Is Waiting,194,1,0,16,Spam
EML04921,Claim your FREE reward now verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Click here now: http://claim-your-prize-now.win/reward,winner@international-lottery.org,Claim Your FREE Reward Today,200,1,0,7,Spam
EML04922,"Good morning, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Best regards, Vikram Singh",manager@projectteam.org,Meeting Follow-up,172,0,0,6,Ham
EML04923,"Hey, Could you please share  the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Best regards, Priya Sharma",priya.sharma@company.com,Meeting Follow-up,154,0,0,6,Ham
EML04924,"Dear Sir/Madam, Don't miss our end of season sale, discounts available this week only. Looking forward to your reply, Vikram Singh",rahul.verma@university.edu,Quarterly Report Attached,130,0,0,7,Ham
EML04925,"Your package could not be delivered a free trial of our miracle weight loss pills. Lose 10kg in one week, no diet or exercise required! Reply immediately to http://job-offer-cash.click/apply with your bank details. Time is running out, claim your reward TODAY.",no-reply@free-money-fast.biz,Work From Home - Earn $5000/Week,260,1,1,9,Spam
EML04926,You are our lucky visitor today a brand new iPhone 15 Pro absolutely free of cost. Click the link below to claim your prize before it expires! Follow this link http://secure-bank-verify.info/login to verify.,no-reply@free-money-fast.biz,Limited Time Offer - 90% OFF,207,1,1,5,Spam
EML04927,"CONGRATULATIONS! You have been selected verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Download now: http://get-rich-quick.top/offer 100% guaranteed, no risk involved!",admin@account-verification.site,"You Have WON $1,000,000!!!",239,1,3,18,Spam
EML04928,"Winner Notification: You have WON a refund of your recent purchase. Please confirm your credit card number and CVV to process the refund. Reply immediately to http://job-offer-cash.click/apply with your bank details. Time is running out, claim your reward TODAY.",admin@account-verification.site,Exclusive Investment Opportunity,262,1,0,17,Spam
EML04929,"FINAL NOTICE regarding your payment a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Confirm here: http://account-alert-update.site/confirm This offer will not be repeated. Act NOW!!!",offers@luxury-deals-cheap.shop,"You Have WON $1,000,000!!!",231,1,5,18,Spam
EML04930,"Hey, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Looking forward to your reply, Rahul Verma",admin@office-portal.com,Invoice for Last Month,166,0,0,6,Ham
EML04931,"Hello, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Thanks and regards, Meera Pillai",hr@techsolutions.com,Weekly Team Meeting Reminder,161,0,0,5,Ham
EML04932,"Hello Everyone, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Best regards, Vikram Singh",manager@projectteam.org,Minutes of the Meeting,161,0,0,7,Ham
EML04933,"Hi Professor, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Thanks and regards, Meera Pillai",rahul.verma@university.edu,Project Timeline Update,174,0,0,10,Ham
EML04934,"Winner Notification: You have WON an exclusive investment opportunity with guaranteed 500% returns in just 7 days. Limited slots available, act fast! Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! 100% guaranteed, no risk involved!",support@bank-security-alert.info,URGENT: Verify Your Account Now,257,1,7,8,Spam
EML04935,You are our lucky visitor today a brand new iPhone 15 Pro absolutely free of cost. Click  the link below to claim your prize before it expires! Follow this link http://secure-bank-verify.info/login to verify. This offer will not be repeated. Act NOW!!!,admin@account-verification.site,FREE iPhone 15 Pro - Claim Now,252,1,4,10,Spam
EML04936,"Good morning, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Sincerely, Ananya Iyer",noreply@shipping-service.com,Quarterly Report Attached,158,0,0,6,Ham
EML04937,"You are our lucky visitor today cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Follow this link http://secure-bank-verify.info/login to verify.",prizeteam@lottery-winners.win,FINAL NOTICE: Account Suspension,201,1,0,2,Spam
EML04938,"Good morning, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Warm regards, Divya Krishnan",admin@office-portal.com,Scheduled System Maintenance,115,0,1,9,Ham
EML04939,FINAL NOTICE regarding your payment a chance to win a brand new car by simply clicking the link and filling out a short form with your details. Reply immediately to http://job-offer-cash.click/apply with your bank details.,deals@discount-mega-sale.club,"You Have WON $1,000,000!!!",222,1,0,12,Spam
EML04940,"Hi Professor, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Thank you, Divya Krishnan",admin@office-portal.com,Syllabus for Upcoming Semester,167,0,0,7,Ham
EML04941,"Hi Team, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Best regards,",rahul.verma@university.edu,Scheduled System Maintenance,144,0,0,4,Ham
EML04942,"Hey, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Sincerely, Suresh Kumar",manager@projectteam.org,Syllabus for Upcoming Semester,101,0,1,9,Ham
EML04943,"URGENT: Your account requires immediate action an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Confirm here: http://account-alert-update.site/confirm Don't miss this once in a lifetime opportunity!",prizeteam@lottery-winners.win,Claim Your FREE Reward Today,262,1,2,10,Spam
EML04944,"Good morning, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Kind regards, Vikram Singh",support@onlinestore.com,Weekly Team Meeting Reminder,162,0,0,5,Ham
EML04945,"Hello Everyone, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Warm regards, Ananya Iyer",noreply@shipping-service.com,Your Order Has Been Shipped,158,0,0,11,Ham
EML04946,FINAL NOTICE regarding your payment a brand new iPhone 15 Pro absolutely free of cost. Click the link below to claim your prize before it expires! Confirm here: http://account-alert-update.site/confirm Don't miss this once in a lifetime opportunity!,prizeteam@lottery-winners.win,"You Have WON $1,000,000!!!",249,1,2,16,Spam
EML04947,"You are our lucky visitor today a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Reply immediately to http://job-offer-cash.click/apply with your bank details.",winner@international-lottery.org,Congratulations Lucky Winner,207,1,2,3,Spam
EML04948,"Hi John, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Looking forward to your reply, Ananya",professor.rao@college.edu,Your Order Has Been Shipped,165,0,0,6,Ham
EML04949,Limited Time Offer just for YOU a chance to win a brand new car by simply clicking the link and filling out a short form with your details. Visit http://free-money-fast.biz/claim to proceed immediately. Hurry! Only a few slots remaining!!!,offers@luxury-deals-cheap.shop,Claim Your FREE Reward Today,239,1,4,9,Spam
EML04950,"Hello, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Thank you, Rahul Verma",admin@office-portal.com,Syllabus for Upcoming Semester,148,0,0,6,Ham
EML04951,"Claim your FREE reward now an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Reply immediately to http://job-offer-cash.click/apply with your bank details. Don't miss this once in a lifetime opportunity!",hr@work-from-home-jobs.top,FINAL NOTICE: Account Suspension,266,1,2,8,Spam
EML04952,"Good morning, Limited seats left for our upcoming webinar, register using the link below. Looking forward to your reply, Meera Pillai",priya.sharma@company.com,Invoice for Last Month,133,0,0,5,Ham
EML04953,"Act now before it's too late a business proposal that may interest you, kindly review the attached document and share your thoughts. Reply immediately to http://job-offer-cash.click/apply with your bank details. 100% guaranteed, no risk involved!",deals@discount-mega-sale.club,Congratulations Lucky Winner,246,1,2,2,Spam
EML04954,"Your package could not be delivered an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Click here now: http://claim-your-prize-now.win/reward This offer will not be",support@bank-security-alert.info,Your Refund Is Waiting,226,1,1,4,Spam
EML04955,"Hello Everyone, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Looking forward to your reply, Ananya Iyer",accounts@finance-services.com,Quarterly Report Attached,186,0,0,7,Ham
EML04956,"Hey, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Thanks and regards, Karthik Raj",support@onlinestore.com,Invoice for Last Month,158,0,0,6,Ham
